year,month,day,date,aam,dt,phase,amp
1959,3,29,1959-3-29,-1.64,-0.07,2.5,1.6
1959,3,30,1959-3-30,-1.64,-0.05,2.5,1.6
1959,3,31,1959-3-31,-1.66,-0.44,2.5,1.7
1959,4,1,1959-4-1,-1.76,-1.07,1.5,2.1
1959,4,2,1959-4-2,-1.92,-1.12,1.5,2.2
1959,4,3,1959-4-3,-2.03,-0.62,2.5,2.1
1959,4,4,1959-4-4,-2.08,-0.35,2.5,2.1
1959,4,5,1959-4-5,-2.13,-0.11,2.5,2.1
1959,4,6,1959-4-6,-2.14,-0.72,2.5,2.3
1959,4,7,1959-4-7,-2.31,-1.31,1.5,2.7
1959,4,8,1959-4-8,-2.42,-0.07,2.5,2.4
1959,4,9,1959-4-9,-2.32,1.36,3.5,2.7
1959,4,10,1959-4-10,-2.11,1.64,3.5,2.7
1959,4,11,1959-4-11,-1.93,1,3.5,2.2
1959,4,12,1959-4-12,-1.85,0.27,2.5,1.9
1959,4,13,1959-4-13,-1.84,0.21,2.5,1.9
1959,4,14,1959-4-14,-1.79,0.38,2.5,1.8
1959,4,15,1959-4-15,-1.75,0.15,2.5,1.8
1959,4,16,1959-4-16,-1.74,0.18,2.5,1.8
1959,4,17,1959-4-17,-1.7,0.69,2.5,1.8
1959,4,18,1959-4-18,-1.6,0.14,2.5,1.6
1959,4,19,1959-4-19,-1.66,-0.56,2.5,1.8
1959,4,20,1959-4-20,-1.7,0.21,2.5,1.7
1959,4,21,1959-4-21,-1.61,0.64,2.5,1.7
1959,4,22,1959-4-22,-1.54,0.78,3.5,1.7
1959,4,23,1959-4-23,-1.43,0.61,3.5,1.6
1959,4,24,1959-4-24,-1.41,-0.44,2.5,1.5
1959,4,25,1959-4-25,-1.51,-0.47,2.5,1.6
1959,4,26,1959-4-26,-1.52,0.04,2.5,1.5
1959,4,27,1959-4-27,-1.53,-0.37,2.5,1.6
1959,4,28,1959-4-28,-1.61,-0.74,1.5,1.8
1959,4,29,1959-4-29,-1.71,-0.91,1.5,1.9
1959,4,30,1959-4-30,-1.81,0.05,2.5,1.8
1959,5,1,1959-5-1,-1.71,0.46,2.5,1.8
1959,5,2,1959-5-2,-1.75,-0.83,1.5,1.9
1959,5,3,1959-5-3,-1.88,-0.72,2.5,2
1959,5,4,1959-5-4,-1.89,0.46,2.5,1.9
1959,5,5,1959-5-5,-1.79,0.99,3.5,2
1959,5,6,1959-5-6,-1.67,0.74,3.5,1.8
1959,5,7,1959-5-7,-1.6,0.35,2.5,1.6
1959,5,8,1959-5-8,-1.57,0.12,2.5,1.6
1959,5,9,1959-5-9,-1.56,0.16,2.5,1.6
1959,5,10,1959-5-10,-1.51,0.55,2.5,1.6
1959,5,11,1959-5-11,-1.4,1.67,3.5,2.2
1959,5,12,1959-5-12,-1.1,2.4,3.5,2.6
1959,5,13,1959-5-13,-0.82,1.76,3.5,1.9
1959,5,14,1959-5-14,-0.65,1.12,3.5,1.3
1959,5,15,1959-5-15,-0.51,1.23,3.5,1.3
1959,5,16,1959-5-16,-0.33,1.56,4.5,1.6
1959,5,17,1959-5-17,-0.14,1,4.5,1
1959,5,18,1959-5-18,-0.07,0.44,4.5,0.4
1959,5,19,1959-5-19,0,0.71,4.5,0.7
1959,5,20,1959-5-20,0.13,1.39,4.5,1.4
1959,5,21,1959-5-21,0.34,1.42,4.5,1.5
1959,5,22,1959-5-22,0.47,0.74,5.5,0.9
1959,5,23,1959-5-23,0.55,0.88,5.5,1
1959,5,24,1959-5-24,0.69,0.84,5.5,1.1
1959,5,25,1959-5-25,0.74,-0.25,6.5,0.8
1959,5,26,1959-5-26,0.65,-0.44,7.5,0.8
1959,5,27,1959-5-27,0.66,0.51,5.5,0.8
1959,5,28,1959-5-28,0.75,0.34,5.5,0.8
1959,5,29,1959-5-29,0.72,-0.73,7.5,1
1959,5,30,1959-5-30,0.59,-0.76,7.5,1
1959,5,31,1959-5-31,0.54,-0.37,7.5,0.7
1959,6,1,1959-6-1,0.49,-0.32,7.5,0.6
1959,6,2,1959-6-2,0.47,0.24,5.5,0.5
1959,6,3,1959-6-3,0.54,0.36,5.5,0.6
1959,6,4,1959-6-4,0.53,-0.61,7.5,0.8
1959,6,5,1959-6-5,0.38,-1.43,0.5,1.5
1959,6,6,1959-6-6,0.19,-1.43,0.5,1.4
1959,6,7,1959-6-7,0.03,-1.05,0.5,1
1959,6,8,1959-6-8,-0.09,-0.87,0.5,0.9
1959,6,9,1959-6-9,-0.18,-0.32,1.5,0.4
1959,6,10,1959-6-10,-0.18,0.07,2.5,0.2
1959,6,11,1959-6-11,-0.19,-0.22,1.5,0.3
1959,6,12,1959-6-12,-0.23,-0.4,1.5,0.5
1959,6,13,1959-6-13,-0.3,-0.92,0.5,1
1959,6,14,1959-6-14,-0.46,-1.07,1.5,1.2
1959,6,15,1959-6-15,-0.54,-0.32,1.5,0.6
1959,6,16,1959-6-16,-0.55,0.16,2.5,0.6
1959,6,17,1959-6-17,-0.52,0.06,2.5,0.5
1959,6,18,1959-6-18,-0.53,0.23,3.5,0.6
1959,6,19,1959-6-19,-0.47,0.32,3.5,0.6
1959,6,20,1959-6-20,-0.46,-0.12,2.5,0.5
1959,6,21,1959-6-21,-0.49,-0.34,1.5,0.6
1959,6,22,1959-6-22,-0.53,-0.15,2.5,0.6
1959,6,23,1959-6-23,-0.53,0.21,2.5,0.6
1959,6,24,1959-6-24,-0.5,0.01,2.5,0.5
1959,6,25,1959-6-25,-0.51,0.23,3.5,0.6
1959,6,26,1959-6-26,-0.41,1.21,4.5,1.3
1959,6,27,1959-6-27,-0.23,1.24,4.5,1.3
1959,6,28,1959-6-28,-0.11,1.03,4.5,1
1959,6,29,1959-6-29,0.04,1,4.5,1
1959,6,30,1959-6-30,0.13,0.21,5.5,0.2
1959,7,1,1959-7-1,0.13,0.68,4.5,0.7
1959,7,2,1959-7-2,0.33,1.81,4.5,1.8
1959,7,3,1959-7-3,0.54,0.96,5.5,1.1
1959,7,4,1959-7-4,0.56,-0.21,6.5,0.6
1959,7,5,1959-7-5,0.52,-0.24,7.5,0.6
1959,7,6,1959-7-6,0.5,-0.15,6.5,0.5
1959,7,7,1959-7-7,0.47,-0.49,7.5,0.7
1959,7,8,1959-7-8,0.4,-0.17,7.5,0.4
1959,7,9,1959-7-9,0.44,0.6,5.5,0.7
1959,7,10,1959-7-10,0.54,0.81,5.5,1
1959,7,11,1959-7-11,0.63,0.5,5.5,0.8
1959,7,12,1959-7-12,0.65,-0.12,6.5,0.7
1959,7,13,1959-7-13,0.61,-0.47,7.5,0.8
1959,7,14,1959-7-14,0.55,-0.52,7.5,0.8
1959,7,15,1959-7-15,0.49,-0.02,6.5,0.5
1959,7,16,1959-7-16,0.54,0.34,5.5,0.6
1959,7,17,1959-7-17,0.57,0.15,6.5,0.6
1959,7,18,1959-7-18,0.59,0.3,5.5,0.7
1959,7,19,1959-7-19,0.65,0.69,5.5,0.9
1959,7,20,1959-7-20,0.76,1.09,5.5,1.3
1959,7,21,1959-7-21,0.9,0.45,5.5,1
1959,7,22,1959-7-22,0.87,-0.33,6.5,0.9
1959,7,23,1959-7-23,0.85,0.05,6.5,0.8
1959,7,24,1959-7-24,0.86,-0.42,7.5,1
1959,7,25,1959-7-25,0.75,-0.45,7.5,0.9
1959,7,26,1959-7-26,0.77,0.39,5.5,0.9
1959,7,27,1959-7-27,0.8,-0.55,7.5,1
1959,7,28,1959-7-28,0.62,-1.94,0.5,2
1959,7,29,1959-7-29,0.37,-1.14,0.5,1.2
1959,7,30,1959-7-30,0.35,0.25,5.5,0.4
1959,7,31,1959-7-31,0.4,0.55,5.5,0.7
1959,8,1,1959-8-1,0.47,0.49,5.5,0.7
1959,8,2,1959-8-2,0.51,0,6.5,0.5
1959,8,3,1959-8-3,0.48,-0.23,7.5,0.5
1959,8,4,1959-8-4,0.43,-1.12,0.5,1.2
1959,8,5,1959-8-5,0.19,-2.09,0.5,2.1
1959,8,6,1959-8-6,-0.05,-1.32,0.5,1.3
1959,8,7,1959-8-7,-0.14,-0.33,1.5,0.4
1959,8,8,1959-8-8,-0.17,-0.47,0.5,0.5
1959,8,9,1959-8-9,-0.26,-0.51,1.5,0.6
1959,8,10,1959-8-10,-0.29,-0.17,1.5,0.3
1959,8,11,1959-8-11,-0.34,-0.83,0.5,0.9
1959,8,12,1959-8-12,-0.51,-1.51,0.5,1.6
1959,8,13,1959-8-13,-0.71,-1.81,0.5,1.9
1959,8,14,1959-8-14,-0.96,-1.75,1.5,2
1959,8,15,1959-8-15,-1.15,-1.41,1.5,1.8
1959,8,16,1959-8-16,-1.33,-1.26,1.5,1.8
1959,8,17,1959-8-17,-1.46,-0.47,2.5,1.5
1959,8,18,1959-8-18,-1.44,0.61,3.5,1.6
1959,8,19,1959-8-19,-1.31,1.46,3.5,2
1959,8,20,1959-8-20,-1.08,1.97,3.5,2.2
1959,8,21,1959-8-21,-0.85,1.02,3.5,1.3
1959,8,22,1959-8-22,-0.84,-0.64,1.5,1.1
1959,8,23,1959-8-23,-0.97,-0.87,1.5,1.3
1959,8,24,1959-8-24,-1.03,-0.16,2.5,1
1959,8,25,1959-8-25,-1.03,-0.06,2.5,1
1959,8,26,1959-8-26,-1.05,-0.11,2.5,1.1
1959,8,27,1959-8-27,-1.04,0.23,2.5,1.1
1959,8,28,1959-8-28,-0.98,0.88,3.5,1.3
1959,8,29,1959-8-29,-0.85,0.71,3.5,1.1
1959,8,30,1959-8-30,-0.83,-0.42,1.5,0.9
1959,8,31,1959-8-31,-0.92,-0.37,2.5,1
1959,9,1,1959-9-1,-0.91,-0.06,2.5,0.9
1959,9,2,1959-9-2,-0.93,0.44,3.5,1
1959,9,3,1959-9-3,-0.79,1.36,3.5,1.6
1959,9,4,1959-9-4,-0.62,0.99,3.5,1.2
1959,9,5,1959-9-5,-0.54,0.53,3.5,0.8
1959,9,6,1959-9-6,-0.48,0.3,3.5,0.6
1959,9,7,1959-9-7,-0.47,-0.07,2.5,0.5
1959,9,8,1959-9-8,-0.48,0.03,2.5,0.5
1959,9,9,1959-9-9,-0.44,0.51,3.5,0.7
1959,9,10,1959-9-10,-0.34,1.06,4.5,1.1
1959,9,11,1959-9-11,-0.19,1.03,4.5,1.1
1959,9,12,1959-9-12,-0.08,0.79,4.5,0.8
1959,9,13,1959-9-13,0.02,0.89,4.5,0.9
1959,9,14,1959-9-14,0.14,0.73,4.5,0.7
1959,9,15,1959-9-15,0.2,0.32,5.5,0.4
1959,9,16,1959-9-16,0.22,-0.01,6.5,0.2
1959,9,17,1959-9-17,0.19,-0.5,0.5,0.5
1959,9,18,1959-9-18,0.09,-1.26,0.5,1.3
1959,9,19,1959-9-19,-0.1,-0.96,0.5,1
1959,9,20,1959-9-20,-0.13,0.21,3.5,0.3
1959,9,21,1959-9-21,-0.07,0.27,4.5,0.3
1959,9,22,1959-9-22,-0.05,0.97,4.5,1
1959,9,23,1959-9-23,0.18,1.9,4.5,1.9
1959,9,24,1959-9-24,0.39,1.24,4.5,1.3
1959,9,25,1959-9-25,0.49,0.39,5.5,0.6
1959,9,26,1959-9-26,0.52,0.47,5.5,0.7
1959,9,27,1959-9-27,0.62,0.63,5.5,0.9
1959,9,28,1959-9-28,0.67,0.27,6.5,0.7
1959,9,29,1959-9-29,0.68,-0.19,6.5,0.7
1959,9,30,1959-9-30,0.63,-0.41,7.5,0.7
1959,10,1,1959-10-1,0.58,-0.48,7.5,0.8
1959,10,2,1959-10-2,0.5,-0.63,7.5,0.8
1959,10,3,1959-10-3,0.45,0.12,6.5,0.5
1959,10,4,1959-10-4,0.53,0.62,5.5,0.8
1959,10,5,1959-10-5,0.58,0.21,6.5,0.6
1959,10,6,1959-10-6,0.56,-0.78,7.5,1
1959,10,7,1959-10-7,0.39,-1.54,0.5,1.6
1959,10,8,1959-10-8,0.23,-0.42,7.5,0.5
1959,10,9,1959-10-9,0.28,0.63,5.5,0.7
1959,10,10,1959-10-10,0.35,0.51,5.5,0.6
1959,10,11,1959-10-11,0.4,0.22,5.5,0.5
1959,10,12,1959-10-12,0.41,0.04,6.5,0.4
1959,10,13,1959-10-13,0.42,-0.06,6.5,0.4
1959,10,14,1959-10-14,0.4,-0.09,6.5,0.4
1959,10,15,1959-10-15,0.41,0.62,5.5,0.7
1959,10,16,1959-10-16,0.54,0.86,5.5,1
1959,10,17,1959-10-17,0.61,0.47,5.5,0.8
1959,10,18,1959-10-18,0.66,0.15,6.5,0.7
1959,10,19,1959-10-19,0.64,-0.51,7.5,0.8
1959,10,20,1959-10-20,0.53,-1.24,7.5,1.3
1959,10,21,1959-10-21,0.34,-1.59,0.5,1.6
1959,10,22,1959-10-22,0.14,-1.62,0.5,1.6
1959,10,23,1959-10-23,-0.05,-0.9,0.5,0.9
1959,10,24,1959-10-24,-0.09,0,2.5,0.1
1959,10,25,1959-10-25,-0.1,-0.57,0.5,0.6
1959,10,26,1959-10-26,-0.23,-0.71,0.5,0.7
1959,10,27,1959-10-27,-0.27,-0.41,1.5,0.5
1959,10,28,1959-10-28,-0.33,0.05,2.5,0.3
1959,10,29,1959-10-29,-0.27,0.18,3.5,0.3
1959,10,30,1959-10-30,-0.31,-0.46,1.5,0.6
1959,10,31,1959-10-31,-0.37,-0.7,1.5,0.8
1959,11,1,1959-11-1,-0.46,-0.04,2.5,0.5
1959,11,2,1959-11-2,-0.39,0.54,3.5,0.7
1959,11,3,1959-11-3,-0.34,0.43,3.5,0.5
1959,11,4,1959-11-4,-0.28,0.19,3.5,0.3
1959,11,5,1959-11-5,-0.31,-0.7,1.5,0.8
1959,11,6,1959-11-6,-0.42,-0.38,1.5,0.6
1959,11,7,1959-11-7,-0.37,0.99,4.5,1.1
1959,11,8,1959-11-8,-0.21,1.24,4.5,1.3
1959,11,9,1959-11-9,-0.09,0.38,4.5,0.4
1959,11,10,1959-11-10,-0.09,-0.08,1.5,0.1
1959,11,11,1959-11-11,-0.07,0.77,4.5,0.8
1959,11,12,1959-11-12,0.1,1.31,4.5,1.3
1959,11,13,1959-11-13,0.24,1.02,4.5,1
1959,11,14,1959-11-14,0.36,1.07,4.5,1.1
1959,11,15,1959-11-15,0.49,0.45,5.5,0.7
1959,11,16,1959-11-16,0.48,-0.16,6.5,0.5
1959,11,17,1959-11-17,0.5,0.81,5.5,1
1959,11,18,1959-11-18,0.67,1.17,5.5,1.3
1959,11,19,1959-11-19,0.76,0.22,6.5,0.8
1959,11,20,1959-11-20,0.75,-0.04,6.5,0.7
1959,11,21,1959-11-21,0.76,0.15,6.5,0.8
1959,11,22,1959-11-22,0.75,-0.91,7.5,1.2
1959,11,23,1959-11-23,0.54,-1.63,0.5,1.7
1959,11,24,1959-11-24,0.39,-0.37,7.5,0.5
1959,11,25,1959-11-25,0.44,0.61,5.5,0.7
1959,11,26,1959-11-26,0.5,0.27,5.5,0.6
1959,11,27,1959-11-27,0.5,-0.21,7.5,0.5
1959,11,28,1959-11-28,0.46,-0.24,7.5,0.5
1959,11,29,1959-11-29,0.45,-0.09,6.5,0.5
1959,11,30,1959-11-30,0.46,0.65,5.5,0.8
1959,12,1,1959-12-1,0.61,1.19,5.5,1.3
1959,12,2,1959-12-2,0.73,0.84,5.5,1.1
1959,12,3,1959-12-3,0.8,-0.05,6.5,0.8
1959,12,4,1959-12-4,0.72,-1.16,7.5,1.4
1959,12,5,1959-12-5,0.56,-0.67,7.5,0.9
1959,12,6,1959-12-6,0.58,0.92,5.5,1.1
1959,12,7,1959-12-7,0.75,0.97,5.5,1.2
1959,12,8,1959-12-8,0.81,0.38,5.5,0.9
1959,12,9,1959-12-9,0.86,0.48,5.5,1
1959,12,10,1959-12-10,0.92,0.21,6.5,0.9
1959,12,11,1959-12-11,0.92,-0.02,6.5,0.9
1959,12,12,1959-12-12,0.91,-0.39,7.5,1
1959,12,13,1959-12-13,0.8,-1.3,7.5,1.5
1959,12,14,1959-12-14,0.6,-1.51,0.5,1.6
1959,12,15,1959-12-15,0.46,-0.47,7.5,0.7
1959,12,16,1959-12-16,0.46,0.07,6.5,0.5
1959,12,17,1959-12-17,0.45,-0.18,6.5,0.5
1959,12,18,1959-12-18,0.43,-0.16,6.5,0.5
1959,12,19,1959-12-19,0.42,0.48,5.5,0.6
1959,12,20,1959-12-20,0.53,0.62,5.5,0.8
1959,12,21,1959-12-21,0.57,0.17,6.5,0.6
1959,12,22,1959-12-22,0.6,0.21,6.5,0.6
1959,12,23,1959-12-23,0.65,1.25,5.5,1.4
1959,12,24,1959-12-24,0.91,2.08,5.5,2.3
1959,12,25,1959-12-25,1.12,1.11,5.5,1.6
1959,12,26,1959-12-26,1.16,-0.85,7.5,1.4
1959,12,27,1959-12-27,0.95,-1.39,7.5,1.7
1959,12,28,1959-12-28,0.86,-0.38,7.5,0.9
1959,12,29,1959-12-29,0.85,0.38,5.5,0.9
1959,12,30,1959-12-30,0.93,0.56,5.5,1.1
1959,12,31,1959-12-31,0.97,0.18,6.5,1
1960,1,1,1960-1-1,0.97,-0.3,6.5,1
1960,1,2,1960-1-2,0.88,-1.22,7.5,1.5
1960,1,3,1960-1-3,0.66,-2.13,0.5,2.2
1960,1,4,1960-1-4,0.37,-1.91,0.5,1.9
1960,1,5,1960-1-5,0.19,-1.03,0.5,1.1
1960,1,6,1960-1-6,0.09,-0.58,0.5,0.6
1960,1,7,1960-1-7,0.02,-0.85,0.5,0.9
1960,1,8,1960-1-8,-0.11,-0.71,0.5,0.7
1960,1,9,1960-1-9,-0.13,0.37,4.5,0.4
1960,1,10,1960-1-10,-0.02,1.24,4.5,1.2
1960,1,11,1960-1-11,0.15,0.97,4.5,1
1960,1,12,1960-1-12,0.19,-0.37,7.5,0.4
1960,1,13,1960-1-13,0.09,-0.39,0.5,0.4
1960,1,14,1960-1-14,0.11,0.18,5.5,0.2
1960,1,15,1960-1-15,0.12,0.08,5.5,0.1
1960,1,16,1960-1-16,0.11,-0.75,0.5,0.8
1960,1,17,1960-1-17,-0.09,-1.99,0.5,2
1960,1,18,1960-1-18,-0.35,-1.66,0.5,1.7
1960,1,19,1960-1-19,-0.49,-0.7,1.5,0.9
1960,1,20,1960-1-20,-0.54,-0.06,2.5,0.5
1960,1,21,1960-1-21,-0.51,0.45,3.5,0.7
1960,1,22,1960-1-22,-0.45,0.37,3.5,0.6
1960,1,23,1960-1-23,-0.42,0.39,3.5,0.6
1960,1,24,1960-1-24,-0.35,0.49,3.5,0.6
1960,1,25,1960-1-25,-0.3,0.32,3.5,0.4
1960,1,26,1960-1-26,-0.24,0.92,4.5,0.9
1960,1,27,1960-1-27,-0.07,1.34,4.5,1.3
1960,1,28,1960-1-28,0.06,0.43,4.5,0.4
1960,1,29,1960-1-29,0.05,-0.23,0.5,0.2
1960,1,30,1960-1-30,0.04,0.39,4.5,0.4
1960,1,31,1960-1-31,0.16,1.18,4.5,1.2
1960,2,1,1960-2-1,0.33,1.34,4.5,1.4
1960,2,2,1960-2-2,0.47,0.59,5.5,0.8
1960,2,3,1960-2-3,0.47,-0.29,7.5,0.6
1960,2,4,1960-2-4,0.42,-0.47,7.5,0.6
1960,2,5,1960-2-5,0.34,-0.85,0.5,0.9
1960,2,6,1960-2-6,0.18,-1.9,0.5,1.9
1960,2,7,1960-2-7,-0.13,-2.67,0.5,2.7
1960,2,8,1960-2-8,-0.45,-1.67,0.5,1.7
1960,2,9,1960-2-9,-0.55,-0.26,1.5,0.6
1960,2,10,1960-2-10,-0.56,-0.29,1.5,0.6
1960,2,11,1960-2-11,-0.64,-0.67,1.5,0.9
1960,2,12,1960-2-12,-0.73,-0.97,1.5,1.2
1960,2,13,1960-2-13,-0.88,-1.02,1.5,1.3
1960,2,14,1960-2-14,-0.98,-0.68,1.5,1.2
1960,2,15,1960-2-15,-1.06,-0.72,1.5,1.3
1960,2,16,1960-2-16,-1.17,-0.81,1.5,1.4
1960,2,17,1960-2-17,-1.24,0.06,2.5,1.2
1960,2,18,1960-2-18,-1.16,0.77,3.5,1.4
1960,2,19,1960-2-19,-1.07,0.66,3.5,1.3
1960,2,20,1960-2-20,-0.98,0.78,3.5,1.3
1960,2,21,1960-2-21,-0.87,1.14,3.5,1.4
1960,2,22,1960-2-22,-0.71,0.81,3.5,1.1
1960,2,23,1960-2-23,-0.66,0.42,3.5,0.8
1960,2,24,1960-2-24,-0.58,0.89,3.5,1.1
1960,2,25,1960-2-25,-0.43,1.31,4.5,1.4
1960,2,26,1960-2-26,-0.26,1.13,4.5,1.2
1960,2,27,1960-2-27,-0.16,0.31,3.5,0.4
1960,2,28,1960-2-28,-0.18,-0.39,1.5,0.4
1960,2,29,1960-2-29,-0.22,0.11,3.5,0.3
1960,3,1,1960-3-1,-0.14,0.78,4.5,0.8
1960,3,2,1960-3-2,-0.06,0.44,4.5,0.4
1960,3,3,1960-3-3,-0.03,0.43,4.5,0.4
1960,3,4,1960-3-4,0.05,0.18,4.5,0.2
1960,3,5,1960-3-5,0.01,-0.59,0.5,0.6
1960,3,6,1960-3-6,-0.07,-0.23,0.5,0.2
1960,3,7,1960-3-7,-0.04,0.51,4.5,0.5
1960,3,8,1960-3-8,0.04,0.54,4.5,0.5
1960,3,9,1960-3-9,0.1,0.77,4.5,0.8
1960,3,10,1960-3-10,0.23,0.59,4.5,0.6
1960,3,11,1960-3-11,0.27,0.89,4.5,0.9
1960,3,12,1960-3-12,0.48,2.03,4.5,2.1
1960,3,13,1960-3-13,0.75,1.7,5.5,1.9
1960,3,14,1960-3-14,0.88,0.19,6.5,0.9
1960,3,15,1960-3-15,0.81,-0.71,7.5,1.1
1960,3,16,1960-3-16,0.71,-1.36,7.5,1.5
1960,3,17,1960-3-17,0.48,-1.45,0.5,1.5
1960,3,18,1960-3-18,0.36,-0.68,7.5,0.8
1960,3,19,1960-3-19,0.29,-0.51,7.5,0.6
1960,3,20,1960-3-20,0.22,-0.51,7.5,0.6
1960,3,21,1960-3-21,0.18,0.27,5.5,0.3
1960,3,22,1960-3-22,0.27,0.49,5.5,0.6
1960,3,23,1960-3-23,0.27,-0.59,7.5,0.6
1960,3,24,1960-3-24,0.13,-1.45,0.5,1.5
1960,3,25,1960-3-25,-0.08,-1.48,0.5,1.5
1960,3,26,1960-3-26,-0.24,-1.08,0.5,1.1
1960,3,27,1960-3-27,-0.35,-0.63,1.5,0.7
1960,3,28,1960-3-28,-0.4,-0.43,1.5,0.6
1960,3,29,1960-3-29,-0.46,-0.15,2.5,0.5
1960,3,30,1960-3-30,-0.44,0.41,3.5,0.6
1960,3,31,1960-3-31,-0.39,-0.12,2.5,0.4
1960,4,1,1960-4-1,-0.48,-1.15,1.5,1.2
1960,4,2,1960-4-2,-0.65,-1.02,1.5,1.2
1960,4,3,1960-4-3,-0.72,-0.06,2.5,0.7
1960,4,4,1960-4-4,-0.7,-0.16,2.5,0.7
1960,4,5,1960-4-5,-0.78,-0.82,1.5,1.1
1960,4,6,1960-4-6,-0.88,-0.71,1.5,1.1
1960,4,7,1960-4-7,-0.96,-0.56,1.5,1.1
1960,4,8,1960-4-8,-1.02,-0.24,2.5,1
1960,4,9,1960-4-9,-1.02,0.19,2.5,1
1960,4,10,1960-4-10,-0.99,0.17,2.5,1
1960,4,11,1960-4-11,-0.98,0.07,2.5,1
1960,4,12,1960-4-12,-0.97,-0.08,2.5,1
1960,4,13,1960-4-13,-0.98,0.12,2.5,1
1960,4,14,1960-4-14,-0.93,0.65,3.5,1.1
1960,4,15,1960-4-15,-0.84,0.39,3.5,0.9
1960,4,16,1960-4-16,-0.83,0.2,2.5,0.9
1960,4,17,1960-4-17,-0.77,0.45,3.5,0.9
1960,4,18,1960-4-18,-0.71,0.84,3.5,1.1
1960,4,19,1960-4-19,-0.56,1.13,3.5,1.3
1960,4,20,1960-4-20,-0.44,0.5,3.5,0.7
1960,4,21,1960-4-21,-0.42,0.42,3.5,0.6
1960,4,22,1960-4-22,-0.32,0.88,4.5,0.9
1960,4,23,1960-4-23,-0.2,0.97,4.5,1
1960,4,24,1960-4-24,-0.07,1.1,4.5,1.1
1960,4,25,1960-4-25,0.08,1.18,4.5,1.2
1960,4,26,1960-4-26,0.23,1.15,4.5,1.2
1960,4,27,1960-4-27,0.36,0.84,5.5,0.9
1960,4,28,1960-4-28,0.43,-0.18,7.5,0.5
1960,4,29,1960-4-29,0.33,-0.81,0.5,0.9
1960,4,30,1960-4-30,0.25,-0.33,7.5,0.4
1960,5,1,1960-5-1,0.24,-0.2,7.5,0.3
1960,5,2,1960-5-2,0.19,-0.41,7.5,0.5
1960,5,3,1960-5-3,0.13,-0.6,0.5,0.6
1960,5,4,1960-5-4,0.03,-0.95,0.5,0.9
1960,5,5,1960-5-5,-0.11,-1.37,0.5,1.4
1960,5,6,1960-5-6,-0.28,-0.76,0.5,0.8
1960,5,7,1960-5-7,-0.28,0.77,4.5,0.8
1960,5,8,1960-5-8,-0.13,0.83,4.5,0.8
1960,5,9,1960-5-9,-0.1,-0.16,1.5,0.2
1960,5,10,1960-5-10,-0.17,-0.97,0.5,1
1960,5,11,1960-5-11,-0.33,-1.15,0.5,1.2
1960,5,12,1960-5-12,-0.45,-0.97,1.5,1.1
1960,5,13,1960-5-13,-0.58,-0.95,1.5,1.1
1960,5,14,1960-5-14,-0.67,0.16,2.5,0.7
1960,5,15,1960-5-15,-0.56,0.53,3.5,0.8
1960,5,16,1960-5-16,-0.57,-0.38,1.5,0.7
1960,5,17,1960-5-17,-0.65,-0.8,1.5,1
1960,5,18,1960-5-18,-0.79,-1.65,1.5,1.8
1960,5,19,1960-5-19,-1.04,-1.67,1.5,2
1960,5,20,1960-5-20,-1.17,-0.23,2.5,1.2
1960,5,21,1960-5-21,-1.13,0.11,2.5,1.1
1960,5,22,1960-5-22,-1.15,0.27,2.5,1.2
1960,5,23,1960-5-23,-1.03,1.59,3.5,1.9
1960,5,24,1960-5-24,-0.75,2.47,4.5,2.6
1960,5,25,1960-5-25,-0.45,1.65,4.5,1.7
1960,5,26,1960-5-26,-0.33,0.76,3.5,0.8
1960,5,27,1960-5-27,-0.23,0.7,4.5,0.7
1960,5,28,1960-5-28,-0.15,0.56,4.5,0.6
1960,5,29,1960-5-29,-0.1,0.06,3.5,0.1
1960,5,30,1960-5-30,-0.14,-0.48,0.5,0.5
1960,5,31,1960-5-31,-0.22,-0.96,0.5,1
1960,6,1,1960-6-1,-0.37,-1.16,0.5,1.2
1960,6,2,1960-6-2,-0.49,-0.39,1.5,0.6
1960,6,3,1960-6-3,-0.49,-0.01,2.5,0.5
1960,6,4,1960-6-4,-0.52,-0.66,1.5,0.8
1960,6,5,1960-6-5,-0.64,-0.69,1.5,0.9
1960,6,6,1960-6-6,-0.68,-0.06,2.5,0.7
1960,6,7,1960-6-7,-0.69,-0.69,1.5,1
1960,6,8,1960-6-8,-0.85,-1.06,1.5,1.4
1960,6,9,1960-6-9,-0.93,-0.42,1.5,1
1960,6,10,1960-6-10,-0.96,-0.01,2.5,1
1960,6,11,1960-6-11,-0.95,0.21,2.5,1
1960,6,12,1960-6-12,-0.94,-0.45,1.5,1
1960,6,13,1960-6-13,-1.06,-1.04,1.5,1.5
1960,6,14,1960-6-14,-1.16,-0.33,2.5,1.2
1960,6,15,1960-6-15,-1.16,-0.02,2.5,1.2
1960,6,16,1960-6-16,-1.21,-1.1,1.5,1.6
1960,6,17,1960-6-17,-1.43,-1.95,1.5,2.4
1960,6,18,1960-6-18,-1.68,-1.75,1.5,2.4
1960,6,19,1960-6-19,-1.88,-1.64,1.5,2.5
1960,6,20,1960-6-20,-2.1,-1.66,1.5,2.7
1960,6,21,1960-6-21,-2.3,-1.32,1.5,2.6
1960,6,22,1960-6-22,-2.44,-0.87,2.5,2.6
1960,6,23,1960-6-23,-2.49,0.55,2.5,2.5
